text	bin_label
राजनीति में आने के सवाल पर डॉक्टर कफील खान ने दिया ये जवाब	not
वायरल वीडियो का दावा की पीएम मोदी के पश्चिम बंगाल दौरे से लौटने के वक़्त विरोध में चौकीदार चोर है के नारे लगे	host
भारत के पूर्व राष्ट्रपति प्रणब मुखर्जी से जुड़ी कोई याद जो आज आप साझा करना चाहें...	not
एंतानियो माइनो और राउल विंची गुप्त रोग का इलाज कराने विदेश गये, साला ऐसा कौन सा रोग है इन दोनों को जिसका इलाज देश में संभव नहीं है 	host
केंद्रीय कैबिनेट ने हाल ही में इस केंद्रशासित प्रदेश की राजभाषाओं में डोगरी, कश्मीरी और हिंदी को शामिल करने के प्रस्ताव को मंजूरी दे दी है. राजभाषाओं की लिस्ट में शामिल होने से उन भाषाओं को जाननेसमझने वालों को क्या हासिल होता है	not
कन्टेनमेन्ट जोन के बाहर पढ़ने वाले क्षेत्रों में कक्षा से तक के विद्यार्थियों को अध्यापकों से मार्गदर्शन हेतु स्कूलों में स्वैच्छिक आधार पर जाने की अनुमति होगी ACS, गृह व सूचना, श्री जी	not
दिल्ली दंगों के आरोपी ताहिर की बड़ी मुशकिले, ताहिर हुसैन की ED कस्टडी बढ़ी, दिल्ली दंगे में आरोपी है ताहिर हुसैन, सितंबर तक बढ़ी ईडी कस्टडी, मनी लांड्रिंग मामले में चल रही जांच।	not
ईरानी ट्रॉफी पे ही ध्यान नही दीजिये मोदी जी। देश के युवा के भविष्य पे ध्यान दीजिए जिस से अपने ज़िंदगी का जो लक्ष्य है उसको जीत सके।	host
 CBI रिया चक्रवर्ती सहित तकरीबन लोगों से कई दौर की कर चुकी है पूछताछ, CBI के हाथ नहीं लगा कुछ खास	not
   इस देश में महीने की बच्चियों से लेकर साल की बुज़ुर्ग महिलाओं का हर रोज़ बलात्कार होता रहेगा मोदी सरकार हमारे टै…	host
मोदी जी अपनी इंच वाली छवि बचाये रखने के लिए चीन का नाम नही लिया जबकि राष्ट्रपति की क्या मजबूरी थी कि इशारों में कहा amp नाम लेने से बचे।	not
शहीद भूपेंद्र सिंह चौहान का पार्थिव शरीर आज पहुंचेगा चरखी दादरी, महीने पहले ही बने थे पिता	not
तापमान में गिरावट व हवा में बदलाव से लानीना के संकेत, सितंबर भर बारिश और जल्द ठंड की आशंका	not
साधु सनातन धर्म की नींव हैं यदि इनको न्याय नहीं मिल सकता तो हम सभी हिन्दुओं को भविष्य में किसी भी न्याय की अपेक्षा नहीं करनी चाहिए यदि साधुओं के स्थान पर कोई तबरेज होता तो बड़ा मुद्दा बना देते लेकिन अफसोस वो हिन्दू थे	host
बामपंथ नेतृत्व दिल्ली यूनिवर्सिटी टीचर्स यूनियन सवर्ण amp वामपंथी टीचर्स की वर्कलोड न होने पर भी सुरक्षित रखते हैं। अपने मामले में तुरंत धरना चालू। जब दलित टीचर डॉ ऋतु सिंह की दौलतराम कॉलेज में जोइनिंग के बाद प्रधानाध्यापक पढ़ाने नही दे रही हैं तो उसपर केवल दिखावा।	not
मोदी को अपना घर भरना होता तो वह साल गुजरात का सीएम रह कर भर लेता। उसे कुर्सी से नहीं सिर्फ अपने देश से प्रेम है। मोदी के लिए प्रचार करती एक अमरीकी महिला की तस्वीर हो रही है सोशल मीडिया पर वायरल	host
 अगर आपको हमला करना है तो मुझ पर हमला करिए. मेरे दलित भाइयों पर हमला बंद करिए. अगर आपको गोली मारनी है तो मुझे गोली मारिए, लेकिन मेरे दलित भाइयों को नहीं  प्रिय MP Police, कृपया इस महोदय की शर्त स्वीकार करें.	host
सर जैसा आपने आव्हान किया था आपके जन्मदिवस के उपलक्ष में वज़ीरपुर विधानसभा के प्रत्येक बूथ यानी सभी बूथों से ऑक्सीमीटर, कुल ऑक्सीमीटर आपको उपहार स्वरूप भेंट कर रहे है।	not
न्यूज़ चैनल के नाम पर कब तक चलेगा थियेटर पर ट्वीट कर दें अपनी राय Watch LIVE 	not
जल्दी संक्रमण की चपेट में आने वाले बुजुर्ग, अस्वस्थ, गर्भवती महिलाओं और साल से कम उम्र के बच्चों को हर घर पर ही रहने की सलाह दी जाती है।	not
दिल्ली में शर्तों के साथ आज से फिर येलो लाइन मेट्रो की शुरुआत हो गई. पहले फेज़ में दिल्ली मेट्रो दो सुबह बजे से तक और दोपहर बाद बजे से रात बजे तक ही चलेंगी.	not
एक हरि के नाम बिना ये नारी कुतिया होय,,गली गली भोंकत फिरे भई टुक ना डाले कोय।।परमात्मा कहते हैं ये जो नारी भक्ति नही करती वो अगले लाख योनियों जन्मों में कुतिया बनेगी गली गली भौंकती फिरेगी कोई एक रोटी का टुकड़ा भी नही डालेगा।	host
में बीच सड़क पर लड़कियों ने एकदूसरे को खूब पीटा Poorab Paschim	not
bc क्या फिक्सिंग किया है, साले अंत तक ले गए और तुरंत विकेट गए और अब सुपर ओवर में मैच ले गए ताकि सटोरिये और बरबाद हो जाए....	host
केन्द्रीय रेल तथा वाणिज्य और उद्योग मंत्री ने फ्रेट कॉरिडोर कॉरपोरेशन इंडिया लिमिटेड डीएफसीसीआईएल के कार्यो की प्रगति की समीक्षा की विवरण	not
मिजोरम के राज्यपाल पी श्रीधरन पिल्लई, मुख्यमंत्री ज़ोरमथांगा ने ्रणबमुखर्जी के निधन पर शोक व्यक्त किया है।	not
उपायुक्त आरके सिंह ने महेन्द्रगढ़ जिले के फैजाबाद व खायरा गांवों के खेतों में चल रहे ईगिरदावरी के कार्य का निरीक्षण किया। इस दौरान उन्होंने पटवारियों द्वारा मैनुअल और टैबलेट के माध्यम से की गई एंट्रियों की जांच की।	not
नाबालिग को बहलाफुसलाकर भगाने का आरोप, गांव के ही युवक पर लगा भगाने का आरोप, पीड़ित की शिकायत पर नहीं हुई कार्रवाई, पूराकालां थाना क्षेत्र मजरा शंकरगढ़ का मामला।	not
कमलनाथ के निजी सचिव के करोड़ की चोरी से कांग्रेस का कोई लेना देना नहीं है ऐसी छोटी मोटी चोरी करना कांग्रेस की आदत नहीं है वो इतने दिन से पूछ रहे थे कि काला धन कहाँ है कमलनाथ के यहाँ छापा मारकर निकाल दिया तो बुरा मान गए	host
साला हारमी है ंजयसिंहगुंडाहै	host
कमीनी होति है लडकिया	host
कोंग्रेसी को समझाना —— मतलब घदे को समझाना——— साले एसे डीट है रगों में ग़ुलामी का खून भरा है केसे समझेंगे नहीं समझेंगे उनको लगता है भारत चमचों के बाप की जागीर है BJP भाजपा तो जेसे— कोई काम ढंग से कर ही नहीं रही तुमको नहीं लगेगा क्यूँ की तुम ग़ुलाम हो कोंग्रेस के 	host
प्रणब दा को आखिरी विदाई LIVE राष्ट्रपति कोविंद, पीएम मोदी और लोकसभा स्पीकर बिड़ला ने पूर्व राष्ट्रपति को घर जाकर श्रद्धांजलि दी, कोरोना प्रोटोकॉल के साथ होगा अंतिम संस्कार	not
SSCरेलवे की परीक्षा और परिणामों को लेकर ट्विटर पर छात्रों का ‘दंगल’ सोशल	not
रक्षा मंत्री ने प्रणब मुखर्जी को दी श्रद्धांजलि लाइव अपडेट्स 	not
जुलाई, आधार 12100 में आठ कोर उद्योगों का सूचकांक विवरण 	not
जानिए के तहत किन गतिविधियों की अनुमति नहीं 	not
उक्त वीडियो किस जनपद से सम्बंधित है कृपया अवगत कराएँ ताकि हम अग्रिम कार्यवाही कर सकें	not
मुस्लमान दिन मे कम से कम अपने अल्हा का नाम पाँच बार लेते है मगर हिंन्दु अपने भागवान का नाम लेने भी शर्माते है   जय श्री राम 	host
सबकुछ वही है , बस मंच का सेटअप बदल गया। धोनी गया था तब यह काँफ्रेन्स हाॅल था , साहेब के लिए वहाँ दूसरा इवेन्ट करना था तो अस्पताल का जनरल वार्ड बना दिया गया और फौजियों को घायल बताकर बैठा दिया गया। मुरली प्रसाद शर्मा भी यही करता था अरे वही अपना मुन्ना भाई एमबीबीएस	host
कंगना से विवाद के बीच संजय राउत का ट्वीट, मेरी हिम्मत परखने की गुस्ताखी न करना	not
सेफ माने गए म्यूचुअल फंड भी दे रहे घाटा, आम निवेशक हो रहे निराश  via	not
अब कौन कहेगा “बंदे आ गए. बंदे या गए.” क्या अपना डाइनमो अब किसी और गेम में स्नाइपिंग करते हुए “पट्ट से हेडशॉट” कहेगा एक नज़र पबजी मोबाइल स्लैंग्स PUBG Mobile slangs पर डाल लेते हैं.	not
विकिलीक्स द्वारा यह खुलासा किये जाने की खबर सोशियल मिडिया पर बहुत तेजी से वायरल हो रही है कि. राउल विंची मतलब राहुल गांधी शादीशुदा है और उसके दो बच्चे भी है क्या वास्तव मे यह खबर सही है  इसका सार्वजनिक खुलासा द्वारा करना चाहिए	host
यह मूर्खों की जमात है भारत को तबाह और बर्बाद कर दी है सिर्फ गीदड़ भोकी देना जानता है अपने नागरिक के ऊपर गोली बंदूक डंडे तलवार से डरा कर चुप करा कर रखती है बस इससे ज्यादा इसकी हैसियत नहीं है	host
 राजधानी दिल्ली और NCR में आज कैसा रहेगा मौसम, यहां जानें	not
दिनांक सितंबर को स्वामी विवेकानंद का एक बहुत ही दुर्लभ वीडियो जिन्होंने इंटर नेशनल ऑल रिलिजन समिट में एकअद्भुत भाषण दिया ।	host
   जब लोग मनसूबा भांप जाये कि आपका काम बस भाई को भाई से लड़ाना है मुल्क में बस नफरत फैलाना है तो धीरे धीरे आपके ट्वीट पर…	host
देश की राजधानी दिल्ली में जातीय भेदभाव का शिकार हुई दलित टीचर डॉ. ऋतु सिंह के न्याय को न्याय मिलना चाहिए। Yesno	host
 कोरोना वैक्सीन सबसे पहले किसे मिलेगी, जानें वैश्विक स्वास्थ्य विशेषज्ञों का त्रिस्तरीय प्लान	not
पालघर में संतों पर हुए हमले के बाद नागा राज्य में इकट्‌ठा हो गए हैं	host
सच बोलना कंटेप्ट ऑफ कोर्ट नही है ।	not
मुख्तार अंसारी और अतीक अहमद से पेट नही भरा योगी बाबा का तो अब नोटिस दे दिया आजम खां के रिसोर्ट को तोड़ने का जुल्मी बाबा 	host
श्वेता की इस तस्वीर को फैंस ने काफी पसंद किया है और इस तस्वीर पर काफी रिएक्शन्स आ रहे हैं	not
आज खुल रहा है Happiest Minds का आईपीओ, निवेशकों के लिए कमाई का अच्छा मौका via	not
एक व्हाट्सएप मैसेज में यह दावा किया गया है कि प्रधानमंत्री बेरोजगार भत्ता योजना के अंतर्गत भारत सरकार सभी बेरोजगारों को प्रतिमाह ₹ दे रही है	host
मनुवादी व्यवस्था दिल्ली यूनिवर्सिटी में दलित टीचर को क्लास लेने नहीं दे रही है मोदी तेरे बाप के राज नहीं है तुम्हारे बाप की देश नहीं है जो दलित टीचर क्लास नहीं लेगी तुम्हारे गुंडे और आतंकवादी के कहने से	host
रिलायंस और फ्यूचर का सौदा बेहद करीब, शनिवार को मिल सकती है हरी झंडी via	not
चल भग ...मुंबई हमारे बाप की है ीमुंबई	host
जैसे अपना घर बनाने के लिए रोज़ थोड़ा थोड़ा पैसा जोड़ते हैं, अपने परिवार को सुरक्षित बनाने के लिए हिंदू संगठनों से जुड़ना शुरू करें	host
डीआरडीओ का यूवी टॉवर कोरोना प्रभावित क्षेत्रों को कम समय में करेगा संक्रमणमुक्त	not
दिल्ली कैपिटल के प्रमुख कोच रिकी पोंटिंग दुबई में एक सप्ताह के सेल्फ आइसोलेशन को पूरा करने के बाद मंगलवार शाम पहले नेट सत्र में हुए शामिल	not
इसका मतलब अमिताभ की रगों में नेहरू का खून दौड़ रहा है  साला परिवार है या छेदन।।	host
पोखरण में परमाणु क्षमताओं का प्रदर्शन हो या इसरो का मिशन मंगलयान या उपग्रहों को एक साथ प्रक्षेपित करने का विश्व रिकॉर्ड या डीआरडीओ सहित अन्य संस्थानों की उपलब्धियां। भारतीय वैज्ञानिकों व प्रौद्योगिकी वाहकों ने अपनी विशेष उपलब्धियों से सम्पूर्ण विश्व में अलग पहचान बनाई है।	not
लिटिल मास्टर सुनील गावस्कर बोले, धोनी को ऊपर खेलने आना चाहिए था	not
महाराष्ट्र सरकार ने पेंगुइन वाले इमोजी पर प्रतिबंध लगा दिया है।	host
शॉकिंग इन मूर्खों की इतनी हिम्मत की हिन्दू देवीदेवताओं की तस्वीरें सी.ए.ए के ख़िलाफ प्रदर्शन में जलाएं सी.ए.ए का हिन्दुओं से क्या लेना देना उनका एजेंडा कुछ और है और  के नेता इसे पाल रहे हैं	host
असलहे के बल पर ऑटो चालकों से वसूली, सपा जिला अध्यक्ष के साथ पीड़ित ऑटो चालक पहुंचे एसपी ऑफिस, जबरन पैसे वसूलने की एसपी को दी शिकायत, ठेकेदार पर लगाया वसूली का आरोप।	not
जिस तरीके से इंडियन आर्मी आगे बढ़ रही है वो देखकर लगता है की BJP और दस साल रही तो चीन का कद नेपाल के बराबर हो जाएगा.....	host
जंग की आड़ में चीन की भुखमरी को छिपा रहे जिनपिंग, में भी ऐसे ही थे हालात via	not
खेद के साथ कहना पड़ता है कि  भारत बाला समाचार गलत निकलस। FAKE ALE  SC Has Not Ordered To Rename India As Bharat From June  Fake Alert सुप्रीम कोर्ट ने नहीं दिया जून से देश का नाम इंडिया की जगह भारत करने वाला आदेश  Fake News Buster  नवभारत टाइम्स	host
कृपया आवश्यक वैधानिक कार्यवाही करें।	not
ुजरात में पिछले घंटों के दौरान ोविड19 के नये मामले आये हैं जबकि रोगियों को उपचार के बाद छुट्टी दे दी गयी। इस दौरान लोगों मौत की पुष्टि हुई।	not
लोकडाउन में फ्री का राशन , फ्री की रेलवे यात्रा, खाते में मुफ्त के पैसे , महीने तक कि किस्तों को आगे बढ़ाना , मुफ्त इलाज , क्वारंटाइन में खाना और मनरेगा से पैसे लेने के बाद अब भाई लोग इसलिए दुखी है कि गिर गईं  	host
रामनगर की विश्व प्रसिद्ध रामलीला को लेकर संशय, कोविड19 संक्रमण के कारण अभी तक कोई तैयारी नहीं	not
राम मंदिर का हर्ष सिर्फ़ भारतीयों के ही मन में नहीं बल्कि हर हिंदुस्तानी के मन में है चाहे वह देश में है या फिर विदेश में ाममंदिर के निमार्ण के समर्थन पर हिन्दुस्तानी लोगों द्वारा निकाला गया ढोल  नगाड़े के साथ एक छोटा सा जुलूस में.. जयश्रीराम	host
आज और द्वारा आयोजित शिक्षा संवाद में नई राष्ट्रीय शिक्षा नीति पर अपने विचार साझा करे। प्रधानमंत्री श्री जी के नेतृत्व में यह शिक्षा नीति भारत को Global Knowledge Super Power बनाने की विज़न लेकर आई है। इसका प्रमुख उद्देश्य राष्ट्र निर्माण है।	not
जनवरी में पुतिन तमिलनाडु के मदुरई में बुलटैमिंग उत्सव, जल्लीकट्टू में भाग ले सकते हैं ।	host
वर्षीय बच्चे का जूता, जो पूरे भारत और भारतीय शासकों के लिए सबसे बड़ा खतरा था, जिसके लिए सबसे बड़ा लोकतांत्रिक देश कश्मीर में ऐसे निर्दोष बच्चों को मारने के लिए हज़ारों सशस्त्र बलों को भेज रहा है।	host
हनुमानगढ़ चाकू लेकर बैंक लूटने आए बदमाश की लोगों ने कर दी धुनाई, भागने के दौरान पत्थर मार कर किया घायल	not
 पाकिस्तान का ध्वज जहाँ दिखे उस पर देशद्रोह का कानून पास करने वाले योगी बाबा देश के पहले मुख्यमंत्री बने योगी बाबा	host
केंद्रीय मंत्री रविशंकर प्रसाद ने फेसबुक के CEO मार्क ज़करबर्ग को चिट्ठी लिखकर गंभीर आरोप लगाए हैं.	not
GDP आंकड़े डराने वाले लेकिन अब भी अर्थव्यवस्था बचा सकती है मोदी सरकारनज़रिया	not
पाकिस्तानी एयरफोर्स और आर्मी के अफ़सरों के साथ नाचते हुए अभिनन्दन  सैनिकों ने युद्ध के मैदान को मोहब्बत की धरती में तब्दील कर दिया…	host
लोगों ने दावा किया है कि दो मुंह वाले सांप को धन का देवता कुबेर से रिश्ता होता है। इसके अलावा चीन में पांरपरिक दबाव में मर्दानगी पावर बढ़ाने के काम आता है। मानना है इस सांप को खाने से एड्स जैसी बीमारी से मुक्ति मिल जाती ।	host
सुशांत केस की जाँच CBI के बजाय अगर UP पुलिस करती तो अब तक रिया के रिश्तेदार उसकी तेरही का भोज खाकर अपने घरों को लौट चुके होते 	host
किसी काफिर ने आपके साथ साजिश की है जनाब। बकरी ले कर बकरा थमा दिया है जनाब।	host
वो साधु थे साहब इसलिए इंसाफ नही मिला सिनेमा वाले होते तो सारी दुनिया उनके लिए लड़ती	host
डॉ. कफील की रिहाई, दमनकारी सत्ता के मुंह पर तमाचा..योगी सरकार पर विपक्ष का हमला	not
आज माननीय प्रधानमंत्री श्री जी नई राष्ट्रीय शिक्षा नीति के तहत उच्च शिक्षा में होने वाले परिवर्तनकारी सुधारों पर आयोजित सम्मेलन को संबोधित करेंगे जिससे शैक्षिक जगत को माननीय प्रधान मंत्री का मार्गदर्शन मिलेगा।	not
मुंबई के मोहम्मद अली रोड में कैब के विरोध में प्रदर्शन।	host
लखनऊ के प्रतिष्ठित कॉन्वेंट स्कूल वीं की छात्रा ने भगवान गणेश पर बनाए आपत्तिजनक मीम, हिंदुओं के प्रति नफरत से है भरी पड़ी। कान्वेंट में पढ़ें या कम स्टैण्डर्ड स्कूल में शुरुआत तो मदरसे से ही होती है। जहाँ ज़्यादतर ज़ाहिल ही शिक्षा देते है	host
विधायक कुंवर प्रणव सिंह चैंपियन को बीजेपी ने पार्टी से बर्खास्त किया। तमंचे पर डिस्को वाला वीडियो वायरल होने के बाद हुई कार्रवाई	not
भारतीय सेना की मोदीजी से शिकायत  हम नकली सैनिकों से नही लड़ेंगे। साले बंदूक दिखाते ही मर जाते है..	host
मोदी जी का विकास अभी तक पैदा ही नहीं हुआ और नहीं ही पाएगा कभी।	host
मौलाना का ऐलान...मस्जिदों को खाली कराने का हुक्म हुआ तो हम मैदान में उतर जाएंगे।	host
के OBC प्रदेश प्रवक्ता मनोज सेन जी ने प्रदेश उपाध्यक्ष सुश्री जी के हाथों की सदस्यता ग्रहण की। शुभकामनाएं	not
मतलब युवा दलाली करते है लेकिन किसकी वो तो खुद रोटी के लिए संघर्ष कर रहे है सर	host
राष्ट्र और पोषण का अटूट संबंध है। रिपोर्ट कार्ड की तर्ज पर पोषाहार कार्ड के लिए प्रयास जारी हैं। हमारे बच्चों के लिए, हमारे छात्रों को अपनी क्षमता प्रदर्शित करने के लिए उचित पोषण का बहुत बडा भूमिका होता हैं PM	not
दिल्ली सरकार के हजार टेस्ट करने के फैसले पर गृह मंत्रालय टेस्टिंग न बढ़ाने का दबाव डाल रहा है। गृह मंत्रालय द्वारा दिल्ली सरकार को टेस्टिंग बढ़ाने से क्यों रोका जा रहा है  स्वास्थ्य मंत्री श्री ने लिखा गृह सचिव को पत्र।।	not
जुता पहन कर पूजा करते हुए, इन्हें क्या कहेंगे ।। समाजवादी या नमाजवादी ारUPपुलिस	host
लोकल लॉकडाउन से रिकवरी पर असर पड़ रहा है संजीव पुरी via	not
बहुत ही भावुक हो जाती हूं आत्मा दुखी हो जाती है स्वर्गीय राजीव त्यागी जी की ट्विटर अकाउंट पर नजर पड़ते हीं गजब के इंसान थे कांग्रेस की एक बड़ी प्रवक्ता क्षति हुई	host
पाकिस्तानी सेना ने भारतीय सेना द्वारा ईद पर भेजी जाने वाली मिठाई लौटा दी, दरअसल मिठाई में घी था और कुत्तों को घी हजम नहीं होता	host
पहचाना इसे अरे अपना नजीब जेएनयू वाला नजीब… आजादी गैंग वाला नजीब वामी कामी गिरोह का दुलारा नजीब… JNU से डॉक्टरेट, प्लेसमेंट हुआ है आईएसआईएस में, सीरिया से राहुल जी और केजरी सर जी को सलाम भेजा है	host
दिल्ली विश्वविद्यालय की एडमिशन प्रक्रिया शुरू हो गई है	not
बिग बॉस फेम एक्टर  नायडू द्वारा दलित युवक का टॉर्चर।सिर मुंडवाकर भेजा घर। वर्षीय युवक इनके घर पर काम करता था।	not
साइंस और टेक्नोलॉजी की मदद से कोविड19 का मुकाबला। देखिए डीआरडीओ के यूवी कीटाणुशोधन टॉवर से कैसे हवाई अड्डों, शॉपिंग मॉल, मेट्रो, होटलों, कारखानों, कार्यालयों को कीटाणुमुक्त बनाने में मिलेगी मदद।	not
झूठ amp मसाला के आधार पर रिपब्लिक TV नंबर पर पहुंच गया। इसी से पता लगता है कि लोगों को शिक्षा, इलाज,रोजगार व व्यवसाय नही चाहिए।	not
जिस डॉक्टर की मौत हुई उनका नाम मनीषा पाटिल था। जो मुंबई की रहने वाली थीं। उन्होंने लोगों की जांच कर उन्हें स्वस्थ्य किया लेकिन वे खुद को ही नहीं बचा सकीं।	host
NDTV से बोले पी. चिदंबरम, मानव निर्मित आपदा के लिए भगवान को दोष मत दें	not
अहमदाबाद के अस्पताल में धर्म के आधार पर अलगअलग कोविड वार्ड बनाए।	host
तक बिलियन यूनिट सोलर पावर का उत्पादन करेगा रेलवे via	not
आदरणीय प्रधानमंत्री जी कृप्या कर सुशांत सिंह राजपूत हत्या का केस CBI को सौंपे जिससे सुशांत के परिवार को।इंसाफ मिल सकें,,, ये तस्वीर देखकर ये तो तय हो गया कि सुशांत सिंह आत्महत्या नही किये हैं उनका प्रीप्लानिंग हत्या किया गया हैं रिया चक्रवर्ती जो सुशांत की गर्लफ्रैंड थी उसका ये तस्वीर जो मुख्यमंत्री उध्दव ठाकरे का बेटा आदित्य ठाकरे के साथ हैं बहुत कुछ बया कर रहा हैं...	host
आज से शुरू हुए श्राद्ध, सितंबर तक होगी पितरों की सेवा	not
कंगना रनौत बिहार में बीजेपी के लिए चुनाव करेंगी प्रचार	host
   सुना है.. टमाटर देशद्रोही हो गए है, मोड़ी जी की उम्र को पार कर गए हैं,	host
IndiaChina Faceoff PLA को पीछे ढकेल भारतीय सैनिकों ने किया चीनी पोस्ट पर कब्जा रिपोर्ट	not
कहीं पर भी कोर्ट के आदेश नहीं मानी जा रही है यह वीडियो बनाकर सुनने में अच्छा ग्राउंड में यह नहीं हो रही है आधार को अपडेट करने के लिए फोन नंबर जोड़ना जरूरी बता रही है	host
कोविड के कन्फ्यूजन के बीच यह मत भूलो कि कल फेसबुक एक नया नियम शुरू करने जा रहा है। इसके तहत हमारी तस्वीरों का उपयोग किया जा सकता है। उनका इस्तेमाल हमारे खिलाफ मुकदमों में किया जा सकता है। आज कल हम जो भी पोस्ट करते हैं वह सार्वजनिक हो जाता है। यहां तक ​​कि डिलीट किए गए मैसेज भी। इसलिए बाद में पछताने से बेहतर है कि इस मैसेज को अपनी वॉल पर कॉपीपेस्ट करें। मैं फेसबुक को अपनी तस्वीरों, सूचनाओं, संदेशों या पोस्ट का उपयोग करने की अनुमति नहीं देता, न तो अतीत से न ही भविष्य में। मैं फेसबुक को सूचित करता हूं कि इस प्रोफाइल  या इसके कंटेंट का उपयोग मेरे खिलाफ करने की सख्त मनाही है। इस प्रोफ़ाइल का कंटेंट निजी है और इसमें मेरी गोपनीय जानकारी है। मेरे निजी जीवन के उल्लंघन को कानून द्वारा दंडित किया जा सकता है। नोट फेसबुक अब एक सार्वजनिक संस्था है। सभी सदस्यों को इस तरह से एक नोट पोस्ट करना चाहिए। यदि आप चाहें, तो आप इस पोस्ट की एक कॉपी अपने पास रख सकते हैं। यदि आप कम से कम एक बार बयान पोस्ट नहीं करते हैं, तो आप चुपचाप अपनी तस्वीरों का उपयोग करने की अनुमति देंगे। शेयर नहीं, लेकिन कॉपी  पेस्ट।	host
और ने ट्विटर पर अभिजीत बनर्जी  को ्थशास्त्र में जीतने के लिए बधाई दी।	host
बात तो पूरी सही है, पर यदि मोदी ने लिख दिया कि “ कोई धन्नासेठ किसानों की मेहनत कौड़ियों के दाम पर लूटना चाहेगा तो सरकार उसकी रक्षा करेगी” तो साले तुम ही साइड बदल के व्यापारियों के तरफ़ से चिल्लाने लगोगे की सरकार तानाशाही कर रही है भो श्री के दोगले हो तुम लोग	host
JDU की वर्चुअल रैली से पहले चिराग पासवान ने बुलाई LJP नेताओं की बैठक, कर सकते हैं कोई बड़ा फैसला Report 	not
दिन में तीन बार चाय पीने से कोरोना नहीं होगा।	host
कई न्यूज़ चैनलों ने इसी घटना की तस्वीर का इस्तेमाल करते हुए दावा किया कि यह हैदराबाद में वेटनरी डॉक्टर के साथ हुए बलात्कार और हत्या के बाद पुलिस द्वारा किये गए एनकाउंटर की वास्तविक तस्वीर है।	host
उत्तराखंड में तेज़ी से पांव पसार रहा कोरोना, जानिए किस जिले का है क्या हाल	not
योगी जी, अभी फिर मेरी बात कोंसी कला के थाना प्रभारी मथुरा से दिन पहले घटना के बारे में FIR को लेकर हुई, जिसमें एक आदमी का मौके पर ही क़त्ल कर दिया गया था बहुत अफ़सोस की बात है अभी भी थाना प्रभारी जांच की बात कर रहा है FIR नहीं।	not
NCB ने रिया से दूसरे राउंड की पूछताछ शुरू की, आज शाम तक रिया की हो सकती है गिरफ्तारी	not
आपूर्ति श्रृंखला के लचीलेपन पर ऑस्ट्रेलियाभारतजापान के मंत्रियों की बैठक मंत्रियों ने स्वतंत्र, निष्पक्ष, समावेशी, गैरभेदभावपूर्ण, पारदर्शी, और स्थिर व्यापार तथा निवेश माहौल का समर्थन किया	not
